Amount,V11,V21,V1,V2,V7,V8,V4,V5,V28,V27,V12,V10,V17,V14
0.01573042,0.01583852,0.015875556,0.016169274,0.018095827,0.018146586,0.020816142,0.02192244,0.022143519,0.023532102,0.025643524,0.028549712,0.038277645,0.047758553,0.67150015
